ensembl_gene_id	NC1	NC2	NORAD.kd	external_gene_name	gene_biotype	logFC	logCPM	LR	PValue	FDR
ENSG00000186866	9.6	16	12	POFUT2	protein_coding	-0.16	3.6	0.1	0.75	0.85
ENSG00000187800	11	11	10	PEAR1	protein_coding	-0.16	3.4	0.1	0.75	0.85
ENSG00000196154	21	9.6	17	S100A4	protein_coding	0.15	4	0.11	0.75	0.85
ENSG00000204650	29	20	22	LINC02210	transcribed_unitary_pseudogene	-0.15	4.6	0.11	0.74	0.85
ENSG00000215012	25	21	25	RTL10	protein_coding	0.14	4.6	0.1	0.75	0.85
ENSG00000241878	20	23	24	PISD	protein_coding	0.14	4.5	0.1	0.75	0.85
ENSG00000246465	6.5	6.3	5.6	AC138904.1	lincRNA	-0.19	2.6	0.11	0.74	0.85
ENSG00000272977	8.6	5.3	7.9	AL008721.2	sense_intronic	0.18	2.9	0.1	0.75	0.85
ENSG00000274588	24	19	24	DGKK	protein_coding	0.14	4.5	0.098	0.75	0.85
ENSG00000278129	30	22	29	ZNF8	protein_coding	0.14	4.8	0.1	0.75	0.85
ENSG00000006652	62	86	80	IFRD1	protein_coding	0.12	6.3	0.085	0.77	0.86
ENSG00000008294	230	200	200	SPAG9	protein_coding	-0.14	7.7	0.093	0.76	0.86
ENSG00000010270	37	40	42	STARD3NL	protein_coding	0.12	5.3	0.085	0.77	0.86
ENSG00000011143	17	17	15	MKS1	protein_coding	-0.14	4	0.085	0.77	0.86
ENSG00000020922	110	90	110	MRE11	protein_coding	0.13	6.7	0.096	0.76	0.86
ENSG00000068650	33	47	37	ATP11A	protein_coding	-0.13	5.3	0.094	0.76	0.86
ENSG00000079156	12	12	11	OSBPL6	protein_coding	-0.15	3.6	0.089	0.77	0.86
ENSG00000100297	86	110	110	MCM5	protein_coding	0.13	6.7	0.094	0.76	0.86
ENSG00000101190	15	21	20	TCFL5	protein_coding	0.14	4.2	0.096	0.76	0.86
ENSG00000102178	38	40	42	UBL4A	protein_coding	0.12	5.3	0.091	0.76	0.86
ENSG00000102858	25	44	38	MGRN1	protein_coding	0.13	5.2	0.096	0.76	0.86
ENSG00000105926	51	59	50	MPP6	protein_coding	-0.12	5.7	0.094	0.76	0.86
ENSG00000107147	48	76	67	KCNT1	protein_coding	0.12	6	0.088	0.77	0.86
ENSG00000108352	6.8	5.3	5.4	RAPGEFL1	protein_coding	-0.17	2.6	0.086	0.77	0.86
ENSG00000109576	19	21	22	AADAT	protein_coding	0.14	4.4	0.093	0.76	0.86
ENSG00000110237	41	43	38	ARHGEF17	protein_coding	-0.12	5.3	0.084	0.77	0.86
ENSG00000110801	4.7	5.4	5.7	PSMD9	protein_coding	0.18	2.4	0.088	0.77	0.86
ENSG00000112294	38	42	36	ALDH5A1	protein_coding	-0.13	5.3	0.093	0.76	0.86
ENSG00000113580	6	5.2	6.4	NR3C1	protein_coding	0.18	2.6	0.093	0.76	0.86
ENSG00000117016	85	100	100	RIMS3	protein_coding	0.13	6.6	0.094	0.76	0.86
ENSG00000117153	47	40	40	KLHL12	protein_coding	-0.12	5.4	0.087	0.77	0.86
ENSG00000117461	35	42	35	PIK3R3	protein_coding	-0.13	5.2	0.089	0.77	0.86
ENSG00000118217	99	51	82	ATF6	protein_coding	0.12	6.3	0.091	0.76	0.86
ENSG00000118873	100	99	110	RAB3GAP2	protein_coding	0.13	6.7	0.094	0.76	0.86
ENSG00000119509	16	11	13	INVS	protein_coding	-0.14	3.8	0.088	0.77	0.86
ENSG00000120805	60	58	54	ARL1	protein_coding	-0.12	5.8	0.086	0.77	0.86
ENSG00000121064	93	77	78	SCPEP1	protein_coding	-0.12	6.4	0.087	0.77	0.86
ENSG00000121274	40	42	38	PAPD5	protein_coding	-0.13	5.3	0.092	0.76	0.86
ENSG00000122335	13	10	13	SERAC1	protein_coding	0.15	3.6	0.095	0.76	0.86
ENSG00000124299	34	63	53	PEPD	protein_coding	0.12	5.6	0.091	0.76	0.86
ENSG00000125656	39	42	44	CLPP	protein_coding	0.13	5.4	0.094	0.76	0.86
ENSG00000127314	26	31	31	RAP1B	protein_coding	0.13	4.9	0.092	0.76	0.86
ENSG00000130202	8.3	9.3	9.8	NECTIN2	protein_coding	0.16	3.2	0.09	0.76	0.86
ENSG00000132570	11	10	9.3	PCBD2	protein_coding	-0.16	3.3	0.094	0.76	0.86
ENSG00000134809	23	22	20	TIMM10	protein_coding	-0.14	4.4	0.094	0.76	0.86
ENSG00000134817	58	74	61	APLNR	protein_coding	-0.12	6	0.087	0.77	0.86
ENSG00000135324	24	20	20	MRAP2	protein_coding	-0.14	4.4	0.094	0.76	0.86
ENSG00000135469	17	11	15	COQ10A	protein_coding	0.14	3.8	0.089	0.77	0.86
ENSG00000136146	35	38	33	MED4	protein_coding	-0.13	5.2	0.095	0.76	0.86
ENSG00000136238	210	250	210	RAC1	protein_coding	-0.13	7.8	0.086	0.77	0.86
ENSG00000136710	10	7.9	10	CCDC115	protein_coding	0.16	3.2	0.088	0.77	0.86
ENSG00000137364	15	14	13	TPMT	protein_coding	-0.15	3.8	0.095	0.76	0.86
ENSG00000138674	170	170	150	SEC31A	protein_coding	-0.13	7.4	0.092	0.76	0.86
ENSG00000138796	65	49	62	HADH	protein_coding	0.12	5.9	0.085	0.77	0.86
ENSG00000139637	33	32	36	C12orf10	protein_coding	0.13	5.1	0.092	0.76	0.86
ENSG00000140545	17	12	13	MFGE8	protein_coding	-0.14	3.8	0.088	0.77	0.86
ENSG00000147535	9.9	13	13	PLPP5	protein_coding	0.15	3.6	0.094	0.76	0.86
ENSG00000148798	240	350	270	INA	protein_coding	-0.14	8.2	0.093	0.76	0.86
ENSG00000149346	15	10	14	SLX4IP	protein_coding	0.15	3.7	0.095	0.76	0.86
ENSG00000150401	15	17	14	DCUN1D2	protein_coding	-0.14	3.9	0.089	0.77	0.86
ENSG00000152492	67	54	66	CCDC50	protein_coding	0.12	6	0.095	0.76	0.86
ENSG00000160767	60	55	62	FAM189B	protein_coding	0.12	5.9	0.086	0.77	0.86
ENSG00000161654	8.5	7.5	9	LSM12	protein_coding	0.16	3.1	0.09	0.76	0.86
ENSG00000163297	31	42	40	ANTXR2	protein_coding	0.13	5.2	0.093	0.76	0.86
ENSG00000163931	160	260	190	TKT	protein_coding	-0.14	7.7	0.095	0.76	0.86
ENSG00000164331	8.4	3.2	6.7	ANKRA2	protein_coding	0.17	2.6	0.089	0.77	0.86
ENSG00000165138	8	9.3	7.7	ANKS6	protein_coding	-0.16	3.1	0.084	0.77	0.86
ENSG00000165861	11	12	13	ZFYVE1	protein_coding	0.14	3.6	0.085	0.77	0.86
ENSG00000166783	49	58	49	MARF1	protein_coding	-0.12	5.7	0.092	0.76	0.86
ENSG00000167770	33	42	34	OTUB1	protein_coding	-0.12	5.2	0.085	0.77	0.86
ENSG00000168487	20	14	18	BMP1	protein_coding	0.14	4.1	0.089	0.77	0.86
ENSG00000169914	24	48	33	OTUD3	protein_coding	-0.13	5.1	0.088	0.77	0.86
ENSG00000171206	39	36	40	TRIM8	protein_coding	0.13	5.3	0.091	0.76	0.86
ENSG00000173209	14	11	14	AHSA2	protein_coding	0.15	3.7	0.095	0.76	0.86
ENSG00000179271	50	52	56	GADD45GIP1	protein_coding	0.12	5.7	0.088	0.77	0.86
ENSG00000179348	350	380	410	GATA2	protein_coding	0.14	8.6	0.093	0.76	0.86
ENSG00000182378	29	19	26	PLCXD1	protein_coding	0.13	4.6	0.085	0.77	0.86
ENSG00000185551	58	62	65	NR2F2	protein_coding	0.12	6	0.095	0.76	0.86
ENSG00000185800	14	15	16	DMWD	protein_coding	0.14	3.9	0.095	0.76	0.86
ENSG00000188554	150	82	110	NBR1	protein_coding	-0.13	6.8	0.084	0.77	0.86
ENSG00000189241	54	40	52	TSPYL1	protein_coding	0.12	5.6	0.091	0.76	0.86
ENSG00000196458	18	22	18	ZNF605	protein_coding	-0.13	4.3	0.087	0.77	0.86
ENSG00000196531	790	420	670	NACA	protein_coding	0.14	9.3	0.087	0.77	0.86
ENSG00000198492	100	82	100	YTHDF2	protein_coding	0.13	6.6	0.091	0.76	0.86
ENSG00000205531	140	110	120	NAP1L4	protein_coding	-0.13	7	0.085	0.77	0.86
ENSG00000214293	12	8.2	11	APTR	lincRNA	0.15	3.4	0.088	0.77	0.86
ENSG00000221926	7.5	9.1	7.4	TRIM16	protein_coding	-0.16	3	0.088	0.77	0.86
ENSG00000234420	36	34	32	ZNF37BP	transcribed_processed_pseudogene	-0.13	5.1	0.087	0.77	0.86
ENSG00000234912	11	6.2	9.7	SNHG20	processed_transcript	0.16	3.2	0.094	0.76	0.86
ENSG00000236144	9.6	12	9.6	TMEM147-AS1	antisense_RNA	-0.16	3.4	0.096	0.76	0.86
ENSG00000261526	5.5	7.8	7.5	AC012615.1	lincRNA	0.17	2.8	0.092	0.76	0.86
ENSG00000276043	58	76	61	UHRF1	protein_coding	-0.12	6	0.093	0.76	0.86
ENSG00000277972	30	30	27	CISD3	protein_coding	-0.13	4.9	0.092	0.76	0.86
ENSG00000005238	11	6.1	9.5	FAM214B	protein_coding	0.14	3.2	0.074	0.79	0.87
ENSG00000007545	8.4	10	10	CRAMP1	protein_coding	0.14	3.3	0.075	0.78	0.87
ENSG00000035141	47	42	41	FAM136A	protein_coding	-0.12	5.4	0.082	0.77	0.87
ENSG00000063601	31	31	29	MTMR1	protein_coding	-0.12	4.9	0.075	0.78	0.87
ENSG00000064490	21	12	18	RFXANK	protein_coding	0.13	4.1	0.079	0.78	0.87
ENSG00000072042	92	130	100	RDH11	protein_coding	-0.12	6.8	0.075	0.78	0.87
ENSG00000074416	8.2	4.4	7.1	MGLL	protein_coding	0.17	2.7	0.083	0.77	0.87
ENSG00000079999	42	64	49	KEAP1	protein_coding	-0.11	5.7	0.074	0.79	0.87
ENSG00000083844	20	16	19	ZNF264	protein_coding	0.13	4.2	0.079	0.78	0.87
ENSG00000089902	60	96	85	RCOR1	protein_coding	0.12	6.3	0.081	0.78	0.87
ENSG00000090674	10	14	13	MCOLN1	protein_coding	0.14	3.7	0.079	0.78	0.87
ENSG00000095139	190	200	180	ARCN1	protein_coding	-0.12	7.6	0.079	0.78	0.87
ENSG00000101639	38	44	37	CEP192	protein_coding	-0.12	5.3	0.082	0.77	0.87
ENSG00000104774	7.7	8.9	9.2	MAN2B1	protein_coding	0.16	3.1	0.084	0.77	0.87
ENSG00000105426	96	140	130	PTPRS	protein_coding	0.12	6.9	0.076	0.78	0.87
ENSG00000106133	5.8	4.8	6	NSUN5P2	transcribed_unprocessed_pseudogene	0.16	2.5	0.076	0.78	0.87
ENSG00000112290	86	89	81	WASF1	protein_coding	-0.12	6.4	0.075	0.78	0.87
ENSG00000115657	5.8	8.3	7.9	ABCB6	protein_coding	0.16	2.9	0.08	0.78	0.87
ENSG00000117748	63	50	62	RPA2	protein_coding	0.11	5.9	0.079	0.78	0.87
ENSG00000120705	230	250	220	ETF1	protein_coding	-0.12	7.8	0.079	0.78	0.87
ENSG00000125124	30	14	20	BBS2	protein_coding	-0.12	4.4	0.074	0.79	0.87
ENSG00000125375	30	29	32	ATP5S	protein_coding	0.12	4.9	0.082	0.78	0.87
ENSG00000135040	37	22	27	NAA35	protein_coding	-0.12	4.9	0.078	0.78	0.87
ENSG00000136936	11	8.2	10	XPA	protein_coding	0.14	3.3	0.075	0.78	0.87
ENSG00000140043	10	8.7	11	PTGR2	protein_coding	0.14	3.3	0.074	0.79	0.87
ENSG00000144681	63	64	59	STAC	protein_coding	-0.11	5.9	0.076	0.78	0.87
ENSG00000146063	21	25	25	TRIM41	protein_coding	0.13	4.6	0.083	0.77	0.87
ENSG00000146463	96	66	75	ZMYM4	protein_coding	-0.12	6.3	0.079	0.78	0.87
ENSG00000146576	20	21	19	C7orf26	protein_coding	-0.13	4.3	0.078	0.78	0.87
ENSG00000152127	100	120	100	MGAT5	protein_coding	-0.12	6.7	0.077	0.78	0.87
ENSG00000154734	25	39	29	ADAMTS1	protein_coding	-0.12	5	0.074	0.79	0.87
ENSG00000155100	38	43	37	OTUD6B	protein_coding	-0.12	5.3	0.081	0.78	0.87
ENSG00000159921	36	30	36	GNE	protein_coding	0.12	5.1	0.082	0.77	0.87
ENSG00000160753	39	26	35	RUSC1	protein_coding	0.12	5.1	0.074	0.79	0.87
ENSG00000165194	6.3	9.1	6.8	PCDH19	protein_coding	-0.16	2.9	0.081	0.78	0.87
ENSG00000168765	11	8.6	11	GSTM4	protein_coding	0.14	3.3	0.075	0.78	0.87
ENSG00000172059	5.2	6.3	6.5	KLF11	protein_coding	0.16	2.6	0.078	0.78	0.87
ENSG00000183597	6.5	6.5	7.3	TANGO2	protein_coding	0.16	2.8	0.082	0.77	0.87
ENSG00000184702	8.9	17	12	SEPT5	protein_coding	-0.14	3.7	0.077	0.78	0.87
ENSG00000187741	36	55	42	FANCA	protein_coding	-0.12	5.5	0.081	0.78	0.87
ENSG00000188242	15	25	18	PP7080	antisense_RNA	-0.13	4.3	0.076	0.78	0.87
ENSG00000188428	10	8.9	10	BLOC1S5	protein_coding	0.14	3.3	0.076	0.78	0.87
ENSG00000196693	34	26	33	ZNF33B	protein_coding	0.12	5	0.078	0.78	0.87
ENSG00000196821	34	33	36	C6orf106	protein_coding	0.12	5.1	0.083	0.77	0.87
ENSG00000196968	20	17	17	FUT11	protein_coding	-0.13	4.2	0.081	0.78	0.87
ENSG00000197302	13	15	16	ZNF720	protein_coding	0.13	3.9	0.082	0.77	0.87
ENSG00000197608	5.7	12	9.6	ZNF841	protein_coding	0.15	3.2	0.077	0.78	0.87
ENSG00000197818	10	18	13	SLC9A8	protein_coding	-0.14	3.8	0.082	0.77	0.87
ENSG00000198894	31	30	28	CIPC	protein_coding	-0.12	4.9	0.075	0.78	0.87
ENSG00000204348	11	8.7	8.7	DXO	protein_coding	-0.14	3.2	0.075	0.78	0.87
ENSG00000204463	82	120	110	BAG6	protein_coding	0.12	6.7	0.083	0.77	0.87
ENSG00000213366	16	13	16	GSTM2	protein_coding	0.13	3.9	0.078	0.78	0.87
ENSG00000213676	36	31	31	ATF6B	protein_coding	-0.12	5	0.075	0.78	0.87
ENSG00000225746	45	12	31	MEG8	lincRNA	0.12	4.9	0.082	0.77	0.87
ENSG00000243943	48	25	34	ZNF512	protein_coding	-0.12	5.2	0.074	0.79	0.87
ENSG00000244306	9.4	6.4	7.1	DUXAP10	transcribed_processed_pseudogene	-0.16	3	0.078	0.78	0.87
ENSG00000248049	10	5.5	7.1	UBA6-AS1	antisense_RNA	-0.16	3	0.083	0.77	0.87
ENSG00000263002	14	14	13	ZNF234	protein_coding	-0.13	3.8	0.077	0.78	0.87
ENSG00000275835	43	47	49	TUBGCP5	protein_coding	0.11	5.5	0.075	0.78	0.87
ENSG00000001036	46	53	46	FUCA2	protein_coding	-0.11	5.6	0.072	0.79	0.88
ENSG00000004139	94	91	85	SARM1	protein_coding	-0.11	6.5	0.07	0.79	0.88
ENSG00000005189	13	8.7	12	REXO5	protein_coding	0.13	3.5	0.073	0.79	0.88
ENSG00000010438	26	28	29	PRSS3	protein_coding	0.11	4.8	0.07	0.79	0.88
ENSG00000032742	14	14	13	IFT88	protein_coding	-0.12	3.8	0.067	0.8	0.88
ENSG00000051341	34	51	45	POLQ	protein_coding	0.11	5.4	0.071	0.79	0.88
ENSG00000055332	140	120	120	EIF2AK2	protein_coding	-0.11	7	0.069	0.79	0.88
ENSG00000068438	34	30	35	FTSJ1	protein_coding	0.11	5.1	0.072	0.79	0.88
ENSG00000072803	79	58	74	FBXW11	protein_coding	0.11	6.1	0.068	0.79	0.88
ENSG00000074211	21	24	20	PPP2R2C	protein_coding	-0.11	4.4	0.064	0.8	0.88
ENSG00000075223	9.1	13	9.9	SEMA3C	protein_coding	-0.13	3.4	0.067	0.8	0.88
ENSG00000075711	71	100	92	DLG1	protein_coding	0.11	6.5	0.068	0.79	0.88
ENSG00000082701	100	130	100	GSK3B	protein_coding	-0.11	6.8	0.067	0.8	0.88
ENSG00000083099	54	54	50	LYRM2	protein_coding	-0.11	5.7	0.072	0.79	0.88
ENSG00000088256	59	64	66	GNA11	protein_coding	0.11	6	0.07	0.79	0.88
ENSG00000092871	8.3	5.5	7.7	RFFL	protein_coding	0.15	2.9	0.071	0.79	0.88
ENSG00000099991	39	52	42	CABIN1	protein_coding	-0.1	5.5	0.064	0.8	0.88
ENSG00000100129	180	88	140	EIF3L	protein_coding	0.11	7.1	0.068	0.79	0.88
ENSG00000100294	13	14	14	MCAT	protein_coding	0.12	3.8	0.065	0.8	0.88
ENSG00000100330	27	30	31	MTMR3	protein_coding	0.11	4.9	0.067	0.8	0.88
ENSG00000105379	22	25	26	ETFB	protein_coding	0.11	4.6	0.065	0.8	0.88
ENSG00000105738	20	25	21	SIPA1L3	protein_coding	-0.12	4.4	0.069	0.79	0.88
ENSG00000106012	25	25	23	IQCE	protein_coding	-0.11	4.6	0.066	0.8	0.88
ENSG00000106399	78	32	60	RPA3	protein_coding	0.11	5.8	0.071	0.79	0.88
ENSG00000107566	35	34	38	ERLIN1	protein_coding	0.11	5.2	0.074	0.79	0.88
ENSG00000108433	15	19	18	GOSR2	protein_coding	0.12	4.1	0.067	0.8	0.88
ENSG00000109016	7.1	8.6	7.1	DHRS7B	protein_coding	-0.14	2.9	0.065	0.8	0.88
ENSG00000109861	99	110	110	CTSC	protein_coding	0.12	6.8	0.073	0.79	0.88
ENSG00000112242	50	60	51	E2F3	protein_coding	-0.1	5.8	0.066	0.8	0.88
ENSG00000115137	9.5	15	11	DNAJC27	protein_coding	-0.13	3.6	0.069	0.79	0.88
ENSG00000115415	57	71	59	STAT1	protein_coding	-0.11	6	0.073	0.79	0.88
ENSG00000116670	12	12	11	MAD2L2	protein_coding	-0.13	3.5	0.069	0.79	0.88
ENSG00000118473	32	29	28	SGIP1	protein_coding	-0.12	4.9	0.071	0.79	0.88
ENSG00000118620	17	15	15	ZNF430	protein_coding	-0.12	4	0.065	0.8	0.88
ENSG00000120318	33	44	41	ARAP3	protein_coding	0.11	5.3	0.071	0.79	0.88
ENSG00000121022	64	76	65	COPS5	protein_coding	-0.11	6.1	0.069	0.79	0.88
ENSG00000122952	60	110	80	ZWINT	protein_coding	-0.11	6.4	0.064	0.8	0.88
ENSG00000124496	21	27	26	TRERF1	protein_coding	0.12	4.6	0.07	0.79	0.88
ENSG00000126091	8.5	9	7.9	ST3GAL3	protein_coding	-0.15	3.1	0.072	0.79	0.88
ENSG00000129007	24	29	25	CALML4	protein_coding	-0.12	4.7	0.071	0.79	0.88
ENSG00000130827	46	52	53	PLXNA3	protein_coding	0.11	5.7	0.073	0.79	0.88
ENSG00000136237	52	79	61	RAPGEF5	protein_coding	-0.11	6	0.073	0.79	0.88
ENSG00000136319	34	41	35	TTC5	protein_coding	-0.11	5.2	0.068	0.79	0.88
ENSG00000145016	20	27	22	RUBCN	protein_coding	-0.11	4.5	0.064	0.8	0.88
ENSG00000151247	38	52	42	EIF4E	protein_coding	-0.11	5.5	0.069	0.79	0.88
ENSG00000151327	36	25	33	FAM177A1	protein_coding	0.11	5	0.07	0.79	0.88
ENSG00000153827	270	330	280	TRIP12	protein_coding	-0.12	8.2	0.067	0.8	0.88
ENSG00000156642	38	58	45	NPTN	protein_coding	-0.1	5.6	0.064	0.8	0.88
ENSG00000158470	91	120	100	B4GALT5	protein_coding	-0.11	6.7	0.071	0.79	0.88
ENSG00000159409	22	20	19	CELF3	protein_coding	-0.12	4.4	0.069	0.79	0.88
ENSG00000163040	8.9	7.6	9.1	CCDC74A	protein_coding	0.14	3.1	0.067	0.8	0.88
ENSG00000165424	9.8	6.2	7.2	ZCCHC24	protein_coding	-0.15	3	0.074	0.79	0.88
ENSG00000167470	54	45	46	MIDN	protein_coding	-0.11	5.6	0.072	0.79	0.88
ENSG00000169258	35	73	50	GPRIN1	protein_coding	-0.11	5.7	0.074	0.79	0.88
ENSG00000169826	37	29	30	CSGALNACT2	protein_coding	-0.11	5	0.068	0.79	0.88
ENSG00000170456	40	31	33	DENND5B	protein_coding	-0.11	5.1	0.064	0.8	0.88
ENSG00000171291	8.4	5.9	6.5	ZNF439	protein_coding	-0.15	2.8	0.064	0.8	0.88
ENSG00000171303	65	49	61	KCNK3	protein_coding	0.11	5.9	0.069	0.79	0.88
ENSG00000176454	29	24	25	LPCAT4	protein_coding	-0.12	4.7	0.07	0.79	0.88
ENSG00000177082	44	42	40	WDR73	protein_coding	-0.11	5.4	0.066	0.8	0.88
ENSG00000177225	23	20	23	GATD1	protein_coding	0.11	4.5	0.065	0.8	0.88
ENSG00000180787	9.6	6.4	7.3	ZFP3	protein_coding	-0.15	3	0.072	0.79	0.88
ENSG00000182372	10	10	11	CLN8	protein_coding	0.14	3.4	0.073	0.79	0.88
ENSG00000184939	48	28	35	ZFP90	protein_coding	-0.11	5.2	0.064	0.8	0.88
ENSG00000187713	30	42	39	TMEM203	protein_coding	0.11	5.2	0.07	0.79	0.88
ENSG00000196363	78	90	78	WDR5	protein_coding	-0.11	6.4	0.067	0.8	0.88
ENSG00000196503	8.2	6.3	6.6	ARL9	protein_coding	-0.15	2.8	0.072	0.79	0.88
ENSG00000198162	120	130	120	MAN1A2	protein_coding	-0.11	7	0.064	0.8	0.88
ENSG00000198721	15	13	13	ECI2	protein_coding	-0.13	3.8	0.072	0.79	0.88
ENSG00000205978	24	11	19	NYNRIN	protein_coding	0.12	4.2	0.072	0.79	0.88
ENSG00000212907	3000	160	1400	MT-ND4L	protein_coding	-0.13	11	0.068	0.79	0.88
ENSG00000239789	13	5.4	8.6	MRPS17	protein_coding	-0.14	3.2	0.065	0.8	0.88
ENSG00000254901	7.2	7.3	8.1	BORCS8	protein_coding	0.14	2.9	0.068	0.79	0.88
ENSG00000259673	10	6.8	7.8	IQCH-AS1	lincRNA	-0.14	3.1	0.07	0.79	0.88
ENSG00000267534	11	4.4	7	S1PR2	protein_coding	-0.15	2.9	0.067	0.8	0.88
ENSG00000003249	37	35	34	DBNDD1	protein_coding	-0.099	5.1	0.054	0.82	0.89
ENSG00000009694	13	27	21	TENM1	protein_coding	0.11	4.3	0.063	0.8	0.89
ENSG00000012232	68	100	79	EXTL3	protein_coding	-0.096	6.4	0.053	0.82	0.89
ENSG00000013523	28	25	29	ANGEL1	protein_coding	0.11	4.8	0.061	0.8	0.89
ENSG00000019485	5.1	6.7	5.3	PRDM11	protein_coding	-0.15	2.5	0.06	0.81	0.89
ENSG00000060069	7.2	18	12	CTDP1	protein_coding	-0.12	3.6	0.06	0.81	0.89
ENSG00000065989	6.9	5.1	5.4	PDE4A	protein_coding	-0.15	2.6	0.063	0.8	0.89
ENSG00000075131	42	41	39	TIPIN	protein_coding	-0.1	5.4	0.058	0.81	0.89
ENSG00000077713	13	9.8	10	SLC25A43	protein_coding	-0.12	3.5	0.055	0.82	0.89
ENSG00000080854	16	24	21	IGSF9B	protein_coding	0.11	4.4	0.057	0.81	0.89
ENSG00000086289	23	33	30	EPDR1	protein_coding	0.1	4.8	0.058	0.81	0.89
ENSG00000087299	31	26	31	L2HGDH	protein_coding	0.11	4.9	0.061	0.8	0.89
ENSG00000092051	52	44	51	JPH4	protein_coding	0.099	5.6	0.059	0.81	0.89
ENSG00000100348	72	58	61	TXN2	protein_coding	-0.093	6	0.052	0.82	0.89
ENSG00000101417	18	16	16	PXMP4	protein_coding	-0.11	4.1	0.057	0.81	0.89
ENSG00000102081	60	53	60	FMR1	protein_coding	0.096	5.9	0.057	0.81	0.89
ENSG00000103811	8.6	3	5.3	CTSH	protein_coding	-0.14	2.5	0.059	0.81	0.89
ENSG00000104823	24	29	25	ECH1	protein_coding	-0.11	4.7	0.058	0.81	0.89
ENSG00000104964	210	210	230	AES	protein_coding	0.11	7.7	0.058	0.81	0.89
ENSG00000105447	44	58	47	GRWD1	protein_coding	-0.1	5.6	0.061	0.8	0.89
ENSG00000105552	52	43	51	BCAT2	protein_coding	0.097	5.6	0.058	0.81	0.89
ENSG00000105671	47	65	52	DDX49	protein_coding	-0.096	5.8	0.056	0.81	0.89
ENSG00000105928	15	13	13	GSDME	protein_coding	-0.12	3.8	0.061	0.8	0.89
ENSG00000105968	180	130	170	H2AFV	protein_coding	0.11	7.3	0.059	0.81	0.89
ENSG00000106290	39	48	41	TAF6	protein_coding	-0.099	5.4	0.057	0.81	0.89
ENSG00000107371	27	15	19	EXOSC3	protein_coding	-0.11	4.4	0.059	0.81	0.89
ENSG00000107819	33	22	26	SFXN3	protein_coding	-0.11	4.8	0.061	0.8	0.89
ENSG00000108021	160	180	160	FAM208B	protein_coding	-0.11	7.4	0.063	0.8	0.89
ENSG00000108219	38	36	34	TSPAN14	protein_coding	-0.1	5.2	0.059	0.81	0.89
ENSG00000108797	41	55	51	CNTNAP1	protein_coding	0.094	5.6	0.054	0.82	0.89
ENSG00000108932	4.2	9	7.1	SLC16A6	protein_coding	0.13	2.8	0.052	0.82	0.89
ENSG00000113196	190	180	170	HAND1	protein_coding	-0.11	7.5	0.06	0.81	0.89
ENSG00000114686	180	180	190	MRPL3	protein_coding	0.1	7.5	0.056	0.81	0.89
ENSG00000114861	68	51	56	FOXP1	protein_coding	-0.1	5.9	0.063	0.8	0.89
ENSG00000116157	53	24	36	GPX7	protein_coding	-0.1	5.2	0.057	0.81	0.89
ENSG00000117020	140	150	140	AKT3	protein_coding	-0.11	7.2	0.062	0.8	0.89
ENSG00000117625	69	58	68	RCOR3	protein_coding	0.095	6	0.056	0.81	0.89
ENSG00000119004	34	18	24	CYP20A1	protein_coding	-0.1	4.7	0.056	0.81	0.89
ENSG00000119396	79	130	99	RAB14	protein_coding	-0.1	6.7	0.057	0.81	0.89
ENSG00000123595	13	5.5	10	RAB9A	protein_coding	0.12	3.3	0.053	0.82	0.89
ENSG00000125871	67	59	59	MGME1	protein_coding	-0.097	6	0.056	0.81	0.89
ENSG00000126464	21	30	23	PRR12	protein_coding	-0.11	4.6	0.059	0.81	0.89
ENSG00000128928	72	89	75	IVD	protein_coding	-0.099	6.3	0.057	0.81	0.89
ENSG00000129195	45	46	43	PIMREG	protein_coding	-0.1	5.5	0.062	0.8	0.89
ENSG00000131323	47	75	57	TRAF3	protein_coding	-0.096	5.9	0.056	0.81	0.89
ENSG00000131508	72	79	81	UBE2D2	protein_coding	0.1	6.3	0.06	0.81	0.89
ENSG00000132323	33	40	39	ILKAP	protein_coding	0.097	5.2	0.054	0.82	0.89
ENSG00000133401	15	24	18	PDZD2	protein_coding	-0.11	4.3	0.058	0.81	0.89
ENSG00000133872	300	230	250	SARAF	protein_coding	-0.11	8	0.058	0.81	0.89
ENSG00000135482	6.7	11	8.2	ZC3H10	protein_coding	-0.13	3.1	0.059	0.81	0.89
ENSG00000136718	62	70	62	IMP4	protein_coding	-0.094	6	0.053	0.82	0.89
ENSG00000137210	44	33	36	TMEM14B	protein_coding	-0.1	5.2	0.059	0.81	0.89
ENSG00000138074	130	110	130	SLC5A6	protein_coding	0.11	6.9	0.063	0.8	0.89
ENSG00000139132	17	21	20	FGD4	protein_coding	0.11	4.3	0.06	0.81	0.89
ENSG00000139266	11	8	8.8	MARCH9	protein_coding	-0.13	3.2	0.061	0.8	0.89
ENSG00000140526	91	150	110	ABHD2	protein_coding	-0.1	6.9	0.054	0.82	0.89
ENSG00000140993	18	22	19	TIGD7	protein_coding	-0.11	4.3	0.056	0.81	0.89
ENSG00000142208	95	120	100	AKT1	protein_coding	-0.1	6.7	0.055	0.82	0.89
ENSG00000142949	44	53	52	PTPRF	protein_coding	0.1	5.6	0.061	0.8	0.89
ENSG00000146414	39	36	40	SHPRH	protein_coding	0.097	5.3	0.054	0.82	0.89
ENSG00000146842	69	37	50	TMEM209	protein_coding	-0.099	5.7	0.06	0.81	0.89
